CNTSCHID,Loneliness,ClassroomSafety,TeacherSupport,Gender,Homework_Math,Homework_Reading,Homework_Science,SchoolType,ParentsEducation,Immigration,HomeLanguage,Sibling,Aircon,Helper,Vehicle,Books,Exercise,OwnRoom,FamilyCommitment,Preference_Math,Preference_Reading,Preference_Science,Math,Reading,Science
70200008,Agree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,No,0,11 - 25,2,No,3,Strongly Agree,Disagree,Agree,636.2688,635.7329,592.1011
70200060,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,Yes,2,101 - 200,3,No,0,Strongly Agree,Agree,Strongly Agree,635.0389,567.4828,663.8915
70200109,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,English,≥3,No,Yes,1,26 - 100,9,No,4,Strongly Disagree,Agree,Agree,436.1011,446.478,373.6983
70200118,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,2nd Generation,Others,1,Yes,No,2,26 - 100,0,No,0,Strongly Agree,Strongly Disagree,Strongly Agree,677.3418,563.4087999999999,609.2043
70200049,Strongly Agree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,11 - 25,5,No,3,Agree,Agree,Strongly Agree,517.8443,527.1832,587.5567
70200144,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,Native,Others,1,Yes,Yes,≥3,101 - 200,3,Yes,0,Strongly Agree,Disagree,Disagree,515.3719,430.73810000000003,573.5604
70200018,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,3,Yes,1,Agree,Agree,Disagree,662.4083,574.8437,656.9745
70200071,Disagree,Agree,Most lesson,Male,3 - 4 hr,2hr - 3hr,2hr - 3hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,0,Yes,0,Strongly Disagree,Strongly Agree,Strongly Disagree,636.9663,647.9102,522.3357
70200074,Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,Others,1,Yes,No,1,26 - 100,5,No,9,Strongly Agree,Disagree,Strongly Agree,370.8376,331.7557,366.07370000000003
70200045,Disagree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,1 - 10,6,No,6,Disagree,Disagree,Disagree,349.6851,378.5052,371.0079
70200029,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Primary,Native,Others,≥3,Yes,No,0,0,2,Yes,10,Agree,Agree,Agree,519.3947000000001,424.8735,521.7966
70200024,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,1,1 - 10,1,Yes,0,Strongly Agree,Disagree,Strongly Agree,635.6775,612.2388,648.6619
70200042,Strongly Disagree,Agree,Never or almost never,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,2,Yes,Yes,0,26 - 100,6,No,0,Disagree,Disagree,Strongly Agree,493.927,470.673,458.2565
70200019,Agree,Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,2,Yes,No,1,26 - 100,0,No,3,Strongly Agree,Disagree,Agree,682.1609,625.4592,653.2411999999999
70200048,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,11 - 25,3,No,0,Agree,Agree,Agree,595.2751,594.9767,601.5148
70200145,Disagree,Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Secondary,Native,Others,1,No,No,0,26 - 100,0,No,5,Agree,Agree,Agree,616.7085,627.1948,642.1148
70200145,Strongly Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Secondary,2nd Generation,Others,2,Yes,No,1,101 - 200,6,Yes,0,Disagree,Disagree,Disagree,598.185,548.2515999999999,606.4605
70200052,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,3 - 4 hr,Public,Post-Secondary,Native,English,0,Yes,Yes,1,1 - 10,0,Yes,0,Agree,Strongly Disagree,Disagree,636.5688,648.1388,605.4263
70200127,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,2,Yes,Yes,1,>500,5,No,0,Agree,Agree,Agree,622.7742000000001,599.0064,638.0273
70200104,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Private,Post-Secondary,Native,Others,2,Yes,Yes,1,11 - 25,5,Yes,5,Disagree,Disagree,Disagree,609.8028,637.4381,583.7435
70200111,Disagree,Agree,Most lesson,Female,3 - 4 hr,2hr - 3hr,3 - 4 hr,Public,Post-Secondary,Native,English,0,Yes,No,1,26 - 100,0,Yes,1,Disagree,Agree,Disagree,620.78510000000006,608.4144,582.5844
70200108,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,0,201-500,3,No,0,Strongly Agree,Strongly Disagree,Disagree,638.9421,581.3693,584.9721
70200057,Strongly Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Private,Tertiary,3rd Generation,English,1,Yes,Yes,1,26 - 100,6,Yes,2,Agree,Disagree,Agree,613.803,605.1526,586.0378
70200130,Disagree,Agree,Every lesson,Female,2hr - 3hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,0,Yes,No,2,11 - 25,0,Yes,0,Disagree,Disagree,Agree,555.6342,559.1799,568.0813
70200047,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,≥3,No,No,0,0,1,No,5,Agree,Agree,Agree,536.3762,532.0332,571.901
70200049,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,1 - 10,4,Yes,0,Agree,Disagree,Agree,445.1745,445.28970000000004,446.7298
70200065,Disagree,Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,0,26 - 100,1,No,4,Disagree,Disagree,Agree,573.0415,591.976,585.0832
70200016,Agree,Strongly Agree,Some lessons,Female,0.5hr - 1hr,1hr - 2hr,2hr - 3hr,Private,Tertiary,3rd Generation,English,1,Yes,Yes,0,201-500,3,Yes,6,Disagree,Strongly Agree,Disagree,593.736,577.5096,551.3428
70200067,Disagree,Strongly Agree,Most lesson,Female,2hr - 3hr,0.5hr - 1hr,3 - 4 hr,Public,Post-Secondary,Native,English,1,Yes,No,0,101 - 200,10,Yes,2,Agree,Disagree,Disagree,603.5357,630.2627,572.0029
70200091,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,1,101 - 200,0,No,0,Strongly Agree,Disagree,Strongly Agree,821.7454,751.0582,750.4266
70200102,Agree,Strongly Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,0,No,3,Disagree,Agree,Disagree,492.5306,520.7483,444.6104
70200157,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,0,201-500,2,Yes,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,657.9546,599.9807,631.1802
70200081,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,0,Yes,Yes,1,26 - 100,10,Yes,0,Strongly Disagree,Agree,Strongly Agree,460.4415,489.84,446.5278
70200002,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Public,Tertiary,Native,English,0,Yes,Yes,1,26 - 100,0,Yes,0,Agree,Agree,Agree,628.8748,651.2855,665.0956
70200135,Strongly Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,0,Yes,Yes,0,26 - 100,0,Yes,0,Agree,Agree,Agree,617.6675,604.7706000000001,617.3012
70200077,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,4,Agree,Agree,Agree,686.7352999999999,625.4033000000001,664.8976
70200099,Strongly Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,1,26 - 100,6,Yes,0,Agree,Strongly Disagree,Strongly Agree,698.6712,616.7724000000001,682.9843000000001
70200032,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,Native,English,1,Yes,No,1,26 - 100,2,Yes,5,Agree,Agree,Agree,559.4089,559.7055,589.4709
70200160,Disagree,Strongly Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,2,0,0,Yes,3,Strongly Disagree,Strongly Disagree,Strongly Agree,527.7032,523.0368,513.3066
70200076,Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,Yes,0,26 - 100,6,Yes,3,Strongly Agree,Disagree,Agree,718.1839,670.8575000000001,690.2116
70200052,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,0,26 - 100,0,Yes,1,Disagree,Disagree,Strongly Agree,666.9213,665.1257,648.3148
70200126,Disagree,Strongly Agree,Never or almost never,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,3rd Generation,English,1,Yes,Yes,0,11 - 25,1,Yes,2,Disagree,Agree,Strongly Disagree,508.5365,564.5606,491.3217
70200130,Strongly Disagree,Strongly Agree,Every lesson,Male,2hr - 3hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,2,Yes,0,Disagree,Agree,Agree,580.4526999999999,549.7498,585.9696
70200143,Agree,Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,26 - 100,3,Yes,2,Disagree,Agree,Agree,575.3443,562.7189,493.4286
70200058,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,0,No,No,1,26 - 100,10,Yes,5,Strongly Disagree,Agree,Agree,504.7515,444.7986,509.2881
70200067,Disagree,Strongly Agree,Some lessons,Female,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,3,No,0,Disagree,Disagree,Disagree,367.4299,422.7575,401.7792
70200132,Agree,Agree,Every lesson,Female,> 4hr,≤ 0.5hr,> 4hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,6,Yes,10,Agree,Agree,Disagree,556.583,556.3953,462.44599999999997
70200049,Disagree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,≥3,No,Yes,1,1 - 10,0,No,10,Strongly Disagree,Disagree,Strongly Disagree,344.1838,381.0846,320.5349
70200057,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,English,0,Yes,Yes,0,101 - 200,2,Yes,1,Disagree,Agree,Disagree,600.1794,662.2853,648.1872
70200042,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,0,Agree,Agree,Agree,416.6797,445.6752,438.1489
70200084,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,2,26 - 100,4,No,0,Agree,Agree,Agree,583.9316,549.3173,559.2378
70200007,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,2nd Generation,Others,1,Yes,No,0,26 - 100,8,No,0,Agree,Strongly Disagree,Disagree,543.837,490.0221,548.6781
70200081,Agree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,2,Yes,2,Strongly Agree,Agree,Strongly Agree,643.635,593.2219,675.1013
70200038,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,≥3,Yes,No,1,11 - 25,1,No,10,Strongly Disagree,Agree,Disagree,535.6908,601.742,556.2646
70200123,Agree,Strongly Agree,Most lesson,Female,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,0,11 - 25,5,No,9,Strongly Agree,Disagree,Strongly Agree,537.8246,521.5202,537.8799
70200125,Agree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,0,Yes,No,1,201-500,0,Yes,2,Strongly Agree,Strongly Agree,Strongly Agree,720.0574,668.1884,690.1798
70200044,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,Others,2,Yes,No,1,26 - 100,3,No,3,Agree,Agree,Agree,664.0743,627.6846,647.4206
70200045,Disagree,Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Secondary,3rd Generation,Others,2,Yes,No,2,26 - 100,2,No,0,Agree,Agree,Agree,665.9885,567.5995,614.8007
70200160,Disagree,Agree,Some lessons,Male,3 - 4 hr,2hr - 3hr,3 - 4 hr,Public,Tertiary,2nd Generation,Others,0,Yes,No,1,1 - 10,3,Yes,6,Agree,Disagree,Strongly Agree,666.9551,690.0155,615.1579
70200154,Agree,Strongly Agree,Most lesson,Male,3 - 4 hr,> 4hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,26 - 100,8,No,6,Disagree,Disagree,Disagree,483.483,429.0663,450.3352
70200077,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,2,101 - 200,0,No,2,Disagree,Agree,Disagree,549.9814,594.6981000000001,567.2573
70200059,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,2hr - 3hr,Public,Post-Secondary,Native,Others,2,Yes,No,0,26 - 100,10,Yes,5,Strongly Disagree,Agree,Agree,445.04200000000003,462.3001,427.8317
70200130,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,Others,≥3,Yes,Yes,0,1 - 10,2,Yes,3,Disagree,Agree,Disagree,458.2784,454.4216,481.3943
70200036,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,1,Yes,No,0,1 - 10,0,Yes,2,Agree,Agree,Strongly Agree,605.7719,525.8524,579.9772
70200165,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,Others,≥3,Yes,Yes,≥3,26 - 100,8,Yes,5,Agree,Agree,Agree,551.4254999999999,401.2007,520.4429
70200135,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,26 - 100,3,No,0,Strongly Agree,Agree,Agree,671.347,642.0147,622.9213
70200089,Disagree,Strongly Agree,Most lesson,Female,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,2,No,5,Agree,Strongly Agree,Agree,702.4822,647.4544,705.8466
70200016,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Private,Tertiary,3rd Generation,Others,0,Yes,No,1,201-500,4,Yes,9,Agree,Disagree,Strongly Agree,673.0285,644.4107,674.4721
70200046,Disagree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Private,Tertiary,3rd Generation,English,1,Yes,No,0,26 - 100,2,Yes,3,Strongly Agree,Agree,Strongly Agree,695.2036,668.2856,656.6835
70200010,Disagree,Agree,Never or almost never,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,2nd Generation,English,2,No,No,0,11 - 25,5,Yes,0,Agree,Disagree,Strongly Agree,567.2702,546.0332999999999,597.4169
70200141,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,26 - 100,5,Yes,0,Disagree,Agree,Disagree,518.3081,588.6496,533.8859
70200010,Agree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,2,Yes,No,0,1 - 10,0,No,2,Disagree,Disagree,Strongly Agree,500.0843,514.5889,495.7969
70200003,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,0,26 - 100,0,Yes,1,Disagree,Agree,Agree,740.6245,656.6059,712.5488
70200113,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,201-500,3,Yes,6,Disagree,Disagree,Agree,681.5471,717.566,650.0865
70200126,Strongly Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,No,No,0,101 - 200,3,No,1,Strongly Agree,Agree,Strongly Agree,699.3635,664.6632,697.9526
70200075,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,0,26 - 100,3,Yes,3,Disagree,Disagree,Disagree,650.8533,611.1535,602.2032
70200120,Disagree,Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,Others,1,Yes,No,0,1 - 10,2,No,10,Strongly Agree,Strongly Disagree,Agree,566.4078,546.9108,584.5587
70200076,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,101 - 200,0,Yes,0,Disagree,Disagree,Agree,654.4346,610.5337,668.6183
70200149,Agree,Agree,Some lessons,Male,≤ 0.5hr,1hr - 2hr,2hr - 3hr,Public,Primary,Native,English,≥3,Yes,No,0,1 - 10,4,No,1,Agree,Agree,Agree,375.2386,295.2114,385.804
70200126,Agree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,0,Yes,No,0,1 - 10,0,Yes,5,Agree,Agree,Agree,638.5955,609.6891,588.4039
70200134,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,Native,English,0,Yes,No,1,101 - 200,4,Yes,1,Disagree,Strongly Agree,Agree,542.9002,569.4162,598.0393
70200038,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,≥3,No,No,1,1 - 10,3,No,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,485.0944,466.35220000000004,502.0444
70200095,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,1,No,No,0,0,6,No,6,Strongly Agree,Strongly Agree,Strongly Agree,639.7349,494.132,531.0373
70200010,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,3 - 4 hr,Public,Tertiary,3rd Generation,English,1,Yes,Yes,0,101 - 200,0,Yes,0,Agree,Agree,Strongly Agree,586.263,558.03510000000006,567.2447999999999
70200155,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,0,Yes,No,0,201-500,0,Yes,0,Disagree,Disagree,Agree,688.0073,646.7860000000001,639.7674
70200144,Disagree,Strongly Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,3rd Generation,Others,0,Yes,Yes,≥3,201-500,10,No,9,Agree,Strongly Disagree,Agree,649.6462,421.6846,561.6691
70200059,Agree,Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,3rd Generation,English,1,Yes,No,1,26 - 100,5,Yes,6,Strongly Agree,Disagree,Strongly Agree,590.9161,480.5984,554.9663
70200008,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,0.5hr - 1hr,2hr - 3hr,Public,Post-Secondary,Native,English,1,Yes,No,1,201-500,0,Yes,0,Strongly Agree,Agree,Disagree,735.0568,686.4827,688.9369
70200106,Agree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,No,0,101 - 200,1,No,0,Agree,Disagree,Disagree,543.7548,560.6335,574.2177
70200001,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,0,Yes,Yes,1,11 - 25,2,Yes,2,Agree,Disagree,Agree,722.3552,604.8583,712.364
70200086,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,2,Yes,No,1,11 - 25,1,Yes,9,Agree,Disagree,Agree,597.3518,618.7582,591.5277
70200076,Strongly Disagree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,≥3,Yes,No,1,>500,6,No,0,Agree,Disagree,Disagree,559.3265,559.4612,570.4306
70200072,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,1 - 10,2,No,0,Strongly Disagree,Agree,Agree,606.3362,592.4448,581.3135
70200025,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Secondary,Native,Others,1,Yes,No,1,26 - 100,0,No,1,Strongly Disagree,Agree,Agree,652.485,591.3770999999999,652.9551
70200044,Disagree,Strongly Agree,Every lesson,Male,3 - 4 hr,0.5hr - 1hr,3 - 4 hr,Public,Tertiary,Native,English,2,Yes,Yes,1,201-500,5,Yes,2,Agree,Agree,Agree,678.9558,644.3274,617.2893
70200008,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,11 - 25,3,Yes,7,Agree,Disagree,Disagree,429.6636,364.1499,379.2221
70200003,Strongly Disagree,Strongly Agree,Some lessons,Male,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,1,Yes,No,1,11 - 25,1,Yes,0,Strongly Agree,Disagree,Agree,737.4808,641.3909,695.9018
70200027,Strongly Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,Yes,No,2,26 - 100,4,No,10,Strongly Disagree,Agree,Strongly Disagree,370.9857,317.6165,355.4963
70200051,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,Native,Others,1,Yes,No,0,26 - 100,4,Yes,2,Disagree,Disagree,Agree,652.0929,609.0274,668.2660000000001
70200123,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,0,26 - 100,2,Yes,1,Strongly Disagree,Agree,Agree,539.9414,643.2977999999999,547.6355
70200044,Strongly Disagree,Agree,Never or almost never,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,Yes,1,201-500,5,Yes,7,Strongly Agree,Agree,Agree,733.2316,659.7698,699.513
70200001,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,26 - 100,2,Yes,2,Agree,Disagree,Agree,729.4264000000001,691.2154,708.5523
70200001,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,4,Yes,4,Strongly Agree,Agree,Agree,785.2886,748.1631,772.3447
70200143,Disagree,Agree,Every lesson,Female,2hr - 3hr,2hr - 3hr,3 - 4 hr,Public,Secondary,Native,Others,≥3,No,No,0,26 - 100,0,No,0,Disagree,Agree,Agree,527.7687,513.1059,526.6854
70200025,Strongly Agree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,English,1,Yes,Yes,1,11 - 25,5,Yes,1,Disagree,Disagree,Agree,477.6726,466.9403,467.66949999999997
70200088,Agree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,4,Agree,Agree,Agree,517.0044,412.8942,488.3688
70200098,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,3rd Generation,Others,≥3,Yes,No,0,1 - 10,1,No,0,Agree,Disagree,Disagree,475.459,436.493,416.8878
70200126,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,26 - 100,9,No,10,Agree,Agree,Agree,500.7086,513.0172,560.8208999999999
